A0A287BAP6 A0A287AIE4
F1SE72 F1SJX5
A0A287AMS9 A0A287AMS9
A0A287B0E9 A0A287B108
A0A287AEN1 A0A287AVC9
A0A286ZMB2 F1S1F1
F1SC14 F1SC14
O77735 O77735
I3LEP3 I3LEP3
I3LV96 F1SGQ7
A0A287B9V8 F1RH13
A0A287AGA6 F1RRW0
F1SCV6 I3LTD0
F1RFB3 A0A287AUU3
K7GS70 A0A287ANT3
F1S1I1 F1S1I1
A0A287B544 A0A287B544
F2Z5J5 F2Z5J5
F1S252 F1S252
A0A287BHH2 A0A287BHH2
F1RLC1 F1S461
F1RPV0 A0A287A6Q1
A0A287BI14 F1S2W6
F1STE3 F1STE3
F1REY3 I3LBQ4
F1SA03 F1SNI1
A0A287BJH4 F2Z5N6
A0A287A706 A0A287A706
I3LUE7 A0A286ZKN9
A0A286ZJU8 F1RNM9
A0A287B4Q5 A0A287B4Q5
A0A287AT90 A0A286ZZW4
P82460 A0A286ZL61
F1RJ12 I3L5E5
A0A286ZPM2 F1SBK5
A0A286ZWD3 A0A286ZWD3
A0A287A6H2 F1RM75
A0A287AUV2 F1SLC7
A0A287AG61 A0A287AG61
K7GSZ9 K7GSZ9
F1RXA9 F1SBT3
F1SCH1 A0A287BR93
I3LLR6 I3LLR6
A0A286ZWN9 A0A287AWS0
A0A287AH13 F1RKA0
F1RU55 F1RU55
A4U9C9 K7GS70
F1SLF9 F1SLF9
I3LQD7 A0A287BKW7
I3LLZ8 I3LLZ8
F1RU02 F1RU02
F1SD83 F1SD83
I3LUP6 I3LUP6
A0A287AXH6 A0A287AXH6
A5A778 A5A778
I3LE64 I3LE64
A0A287ADB2 I3LKT6
A0A287BID4 A0A287BID4
A0A287BPQ1 A0A287BPQ1
I3LP02 I3LP02
A0A287ANQ7 F1RT07
Q9TDR1 Q9TDR1
A0A287B024 F1SC57
I3LTT6 I3LTT6
F1S9V9 A0A287A8S2
F1SJX5 F1SE72
A0A287AQI5 Q8MIA3
F1S5W3 F1SNL8
F1SE91 F1SE91
A0A287A5L5 F1RLE6
F1S4A8 F1S4A8
F1RUF2 I3LE93
F1RY95 F1RY95
A0A287BKV9 A0A287AF60
Q29223 Q29223
F1RN71 A0A286ZLK7
A0A286ZWN9 D3K5K5
F1RTY7 F1RTY7
F1SS97 F1RU06
A0A287AT18 A0A287AT18
A0A287AZZ1 A0A287AZZ1
F1SI16 F1SI16
A0A286ZMB2 F1SLB6
F1SFF5 F1RS05
A0A287A682 A0A287A682
F1RGK7 F1SGV3
F1SDA5 F1SDA5
A0A286ZWQ4 D7RA17
I3L6Z9 F1RG99
A0A287BI14 F1SKM8
A0A287BAE1 A0A287BHL1
F1RJX8 M3TYJ4
B6CVD6 B6CVD6
F1RIF6 F1S7T4
I3L936 I3LU21
A0A287ABA0 A0A287BPP5
F1RF78 K9J6H5
A0A287AB44 Q9TU18
F1SI67 Q8WNW2
A0A287B3D8 A0A287A5M5
F1S3E0 F1SRK8
F1RKY7 F1RKY7
Q38PT0 Q38PT0
A0A287AZ63 F1SC78
A0A286ZT47 A0A287AJ28
F1RJ07 F1SND6
F1RK92 F1RK92
A0A287BJT4 A0A287BJT4
A0A286ZPM2 F1SJ23
A0A286ZIJ6 P03970
Q95266 A0A287B737
F1SAR7 F1SAR7
I3LN96 I3LN96
A0A286ZM64 A0A286ZM64
F2Z4Z6 A0A287BEH6
F1RG41 F1RG41
F1RVZ0 F1SRM7
F1RRI0 A0A287ANI3
I3LMV8 I3LMV8
A0A287AXH6 A0A287AR48
F1SPT4 F1SPT4
K7GL66 I3LPB3
A0A286ZTD8 A0A286ZTD8
A0A287AW55 F1S8N9
I3LRJ7 F1SGH4
F1SIZ8 I3LGN1
I3LL46 A0A287BQ70
F1SB50 F1SB50
A0A287A527 I3LV51
I3LGA9 F1S8X9
F1S7X4 A0A287A2T3
P23563 P23563
F1SAI5 I3LKI5
F1SN69 F1S414
F1RXA0 F1RQL8
A0A287A7B6 A0A287A7B6
A0A286ZQ27 A0A286ZQ27
A0A287BFA5 F1RRW0
I3L5T2 I3L5T2
F1SNG8 F1SNG8
F1SM29 F1SM29
A0A287B2T4 A0A287ATP5
F2Z5Q5 A0A287ALR5
A0A287AJQ1 A0A287AJQ1
G3FP13 A0A287B0L2
F1SEI1 A0A287AFJ7
F1S4A6 K7GR08
F1S365 I3L9Q5
A0A286ZMX2 A0A286ZMX2
A0A287AQW3 A0A287AQW3
F1SQ59 I3LKT6
K7GRK2 A0A287BBF5
I3LB53 F1RWE3
A0A287B5T1 A0A287B5T1
F1SMI0 A0A287BJH6
F1RPV0 A0A287B7G9
F1RL46 A0A287BDA1
A0A287ADE1 A0A287ADE1
F1RS05 F1S0P6
A0A287BF82 A0A287APQ3
A0A287B2D0 A0A287BGS4
I3LMV8 A0A286ZWR2
I3LQZ5 F1RQP0
A0A286ZW96 F1SSH9
F1S8P2 F1S8P2
A0A287B8Y6 A0A287A018
F1RWM3 A0A287AF60
A0A286ZZU8 F1S5K9
F1SP25 I3LBY1
Q8WNW2 F1SI67
A0A287AF08 A0A287AF08
F1SEI1 F1S064
I3LKT6 F1SQ59
I3LRJ7 F1RFZ7
F1RVT3 F1RVT3
F1SFH9 F1SFH9
A0A287AJX3 A0A287BBR4
I3LA49 I3LA49
F1S5E1 A0A286ZYR1
D0G0C9 D0G0C9
F1SQT2 F1RMN5
I3LH88 A0A286ZQ27
F1SQ60 A0A286ZNE4
F1S3W3 F2Z531
I3LSD5 A0A287A6E8
F1SP25 F1S106
F1SMI2 F1SMI2
F1SUL0 F1SFC1
A0A286ZR91 A0A286ZR91
F1ST92 F1ST92
I3LPL6 I3LPL6
F1SSL4 F1SSL4
A0A287BRV4 F1S0T9
F1SEZ1 F1SEZ1
F1S1D9 F1S1D9
F1S398 A0A287B2D0
A0A286ZYM9 A0A286ZYM9
A0A287A9G4 F1RT87
A0A287BAD3 F1STY8
F1RKP8 F1SER9
A0A287AMD1 A0A287AMD1
B6VAQ0 B6VAQ0
A0A287BRV4 F1SSH9
D7R811 A0A287BRX1
I3LTU7 I3LTU7
F1SR95 F1SR95
A0A287AQ36 F1SRK8
A0A287A0A8 F1SQ60
A0A287A6Z4 I3LJ07
A0A287BHR4 A0A287BRY2
F1S359 F1S359
A0A287BPN6 F1SG36
I3LCK2 F1SB65
A0A287BR93 F1SPP6
A0A287B182 A3RID9
F1S7L7 F1RU49
F1RI80 A0A287B8P3
F1RS76 I3LFG4
F1RF24 F1RKR0
F1RN64 I3LRS0
K7GQZ4 A0A287BD43
A0A287BPB6 F1RY89
F1SP96 F1SP96
F1SEA4 I3LAG7
A0A0M3KL53 A0A0M3KL53
Q4PS85 Q4PS85
Q8WNW4 Q8WNW4
I3L6Q2 I3L6Q2
F1SRQ0 F1SRQ0
A0A287AGA6 K7GNQ8
A0A287BJ79 A0A287BJ79
F1RS05 A0A287AIU9
A0A287BK29 F1S5N5
F1RJ12 I3LTT6
I3L804 I3L804
A0A287ALN6 A0A287A612
F1RL90 I3LBN0
A0A286ZKK7 A0A286ZKK7
A0A287A800 A0A286ZKP1
K7GQH5 K7GQH5
F1RR03 A0A286ZS39
K7GN34 A0A287BR93
D2WKD8 A0A287AIE4
F1ST85 F1ST85
I3LBA6 F1S5D3
F1RPN2 F1RPN2
F1RT31 F1RT31
F1RUR8 F1S8P2
A0A287AC51 F1SCH1
A0A287AG50 A0A287AG50
F1SL93 F2Z5Q9
F1RJR9 F1RGV5
F1RMX5 F1RVS6
I3LB77 I3LB77
Q007T2 Q007T2
A0A287B0L2 F1S7T4
Q8MIA3 A0A287B6G7
F1SNB4 A0A286ZSD4
F1SHF6 F1SHF6
A0A287B1U1 I3LPN5
F1SA17 F1S8Y4
F1S763 F1S763
A0A287AFX3 A0A287BDP3
P49927 F1RNJ0
A0A287BHL2 I3LF48
I3LH72 I3LH72
A0A287BKA4 A0A287BKA4
F1SNJ7 F1SNJ7
F1SSH6 Q6QAT0
A0A287ARE0 A0A287ARE0
A0A287B430 A0A287B430
A0A287BKR1 A0A287BKR1
A0A287A4F2 A0A287A4F2
A0A287AMD7 A0A287AMD7
A0A287AQI5 A0A287BCK2
F1RNC9 F1RNC9
F1SJ23 F1SUE2
I3L740 M3VK17
I3LT45 K7GPQ5
F1SA23 F1SRD2
F1RFL9 F1RFL9
I3LDW3 A0A287ARB0
A0A286ZLJ9 A0A286ZLJ9
F1SSQ5 F1SSQ5
A5A8V7 A5A8V7
F1RJX6 K7GR11
A0A287A4M4 A0A287A4M4
A0A287B4J0 A0A287B4J0
Q8MIA3 A0A287BCK2
A0A287AR33 A0A287AR33
F1SP25 F1SP25
K7GR08 A0A286ZUN2
F1SKT4 F1SKP8
F1SQL4 F1SQL4
A0A287APF1 F1SSN7
F1SLE2 A0A286ZXB1
I3L855 I3LLX9
F1RTM6 F1RTM6
A0A287B6C7 A4U9C9
P79274 P79274
I3LQ39 I3LQ39
A0A287AMU9 I3L5E5
A0A286ZZH7 A0A286ZZH7
A0A287B0A5 A0A287B0A5
Q4LE85 A0A287AFA9
F1RU77 I3LUI7
F1RS76 F1RZB9
F1SUH2 F1SUH2
F1RF26 F1RF26
P29269 P29269
F1RX18 F1RX18
F1SEX6 F1SEX6
A0A287ACY5 F1RS76
F1SM49 F1SM49
A0A287B3H7 A0A287B3H7
F1S5P0 F1S5P0
I3LNK6 I3LNK6
F1SG07 I3LVB8
A0A287AP94 F1S544
F1RNJ0 F1RNJ0
Q28987 F1RXE4
F1RIG0 F2Z580
A0A287AR57 A0A287A4D0
A0A287BD11 A0A287BD11
F1S8C6 I3LFW6
F1SJ88 A0A286ZZU8
I3LAW2 I3LAW2
A0A287BP73 K7GQA4
I3LPN5 A0A287AGX8
F1RU06 F1S9Q5
F1SS53 F1SS53
A0A286ZU39 F1SUC4
I3LVJ1 A0A287BBL7
Q2EHH7 Q2EHH7
A0A287APX0 A0A287APX0
A0A287AEI6 F1SFQ4
A0A287AQR4 A0A287AQR4
F1S414 F1SN69
K7GS70 A4U9C9
A0A287BRL9 A0A287BRL9
F1RQL8 F1RXA0
I3LDS3 F1RJU1
F1RHW0 A0A287B1R6
F2Z4X9 F2Z4X9
A0A287BRY2 I3LIG0
F1RTJ7 F1SA58
F1SCW9 A0A287BK63
I3L7D2 F1RU06
F1SF46 I3L8F0
F1SNI1 F1SA03
F1S9I0 A0A287BJR3
F1SQG1 A0A287AH86
F1RW79 F1RW79
A0A286ZXE4 I3LQD7
A0A287BPP1 A0A287BPP1
F1SJ70 F1SJ70
A0A286ZWG1 A0A286ZWG1
F1SAU5 A0A287A4H3
A0A287A6C1 A0A286ZVF4
F1RN42 F1RN42
F1RV73 F1RV73
F1SSS8 A0A287B927
I3LPV9 F1RK68
A0A286ZI91 A0A286ZWQ4
F1RY45 F1RY45
A0A287A353 F1SF34
E1CAJ5 E1CAJ5
A0A287APU1 F1RY95
I3LKT7 F1RTH8
A0A286ZQ67 Q6QAT0
A0A287B3H4 I3L7E5
A0A287AN34 I3LJ12
F1RLT7 F1RLT7
Q9TU45 Q9TU45
A0A287BJY9 A0A287B585
I3LUT9 F1SQ60
A0A287BML5 A0A287BML5
F1S1D9 F1S222
A0A287B8Q3 A0A287B8Q3
A0A287ASF2 A0A287ASF2
F1SU66 F1SU66
A0A287AXW5 A0A287AXW5
F1SUH8 F1SUH8
F1SJU9 F1SJU9
A0A287A440 A0A287A440
F1RVX6 F1RXP8
F1RHW0 F1RHW0
A0A287A273 A0A287A273
F1RFS1 F1RFS1
D5K8A0 F1S492
F1RWL7 F1RWL7
A0A286ZI01 A0A286ZI01
F1RYL4 F1RYL4
F1RUZ5 F1RUZ5
Q06AU6 Q06AU6
I3LAG7 I3LJB7
F1SFG4 F1SFG4
F1SUY1 I3LUT9
F1SIW4 Q8SPK3
A0A287B3T5 A0A286ZWJ6
A0A286ZTN4 A0A286ZTN4
A0A287ALL3 A0A286ZUG7
F1SSU6 F1RWW3
F1RJY4 F1RJY4
A0A286ZI26 A0A286ZI26
F1SAH1 F1RZ96
A0A287AZT5 I3LG10
G3FP13 D3Y270
A0A287AD88 A0A287AD88
F1RPH3 F1RPH3
A0A287BI27 A0A287BI27
F1SLW7 F1SLW7
F1RX68 F1RX68
A0A287BKV9 F1SM49
I3LCM4 F1SGG3
A0A287B653 A0A287AG61
F1SNL8 F1SBT3
A0A287BBL7 I3LVJ1
A0A287ADY8 F1SGD8
A0A286ZY04 F1SFG4
A0A023PN04 A0A023PN04
A0A287AJF5 A0A287AJF5
A0A287AN37 A0A287AN37
I3L8H0 M3V834
A0A287A0G7 A0A287A0G7
A0A287A8J6 A0A287A8J6
F1RME6 F1RME6
A0A287A2R9 A0A287A2R9
F1RM45 F1RM45
A0A287AK24 F1S0W2
A0A287AM51 A0A287AM51
F1SNL8 K7GT69
F1RFB7 I3LUI7
F1RGU8 F1RGU8
F1RF31 F1RF31
A0A287ABI7 F1SB65
F1S359 A5GFZ9
F1SDX6 F1S9Z3
A0A287AR57 A0A287AYZ1
F1SKP8 I3LHI3
F1SR05 F1RW40
F1RW03 I3LA49
K7GN34 G9K122
A0A287ACY5 F1RM98
I3LU80 I3LU80
F1RPH0 A0A287AWN6
M3TYW5 M3TYW5
F1SUL0 F1SJ23
F1SGB5 A0A286ZI70
F1SKB0 F1SPC0
A0A287AA65 A0A286ZI70
I3LE33 I3LE33
A0A287BPF5 A0A287BPF5
A0A286ZJP5 A0A286ZJP5
A0A287BS98 A0A287BS98
A0A287AZ63 A0A287AZ63
A0A286ZYS4 A0A287AG28
A0A287AQZ7 A0A287AQZ7
F1SIT2 E1U8C5
A0A287BDD5 F1SN87
F1S373 F1S9Z3
A0A287APX2 D5K8A0
A0A286ZKP1 F1S492
A0A286ZZ17 F1SN51
F1S4E9 F1S4E9
F1RFZ7 A0A286ZPP9
A0A287AN34 F1RZV8
F6Q7U8 F6Q7U8
F1RT09 A0A287AH57
F1RWL7 Q1HBG9
F1SQZ3 F1S663
F1RJU8 B8Y4S5
F1S603 A0A287B294
A0A287AAH7 A0A287A4D0
I3L598 I3L598
K7GSL3 K7GKQ6
A0A286ZQW4 F1RQN9
A0A286ZQE2 F1S1F1
A0A287ANT3 A0A287BJT5
F1SQK4 F1SQK4
F1SCH1 F1RK92
F1SGG1 F1SGG1
F1SCH1 A0A287AMN8
A0A287BE94 A0A286ZZ17
A0A287BRN7 A0A287ADS7
A0A287B8E0 A0A287B8E0
I3LGD6 F1SAY9
A0A287BBV4 A0A287BBV4
F1SFR7 F1SFR7
A0A287BNF7 F1RHN8
A0A286ZZN3 A0A286ZXU4
A5GFN3 A0A287A377
K9IVV5 K9IVV5
A0A287B6R5 A0A287B6R5
A0A0A0MY60 A5GFN3
A0A0M3KL53 I3LK97
F1SUC4 F1RJ12
P13222 F1SKP8
A0A286ZI45 A0A286ZI45
I3LKT6 A0A286ZJL4
A0A287APF1 A0A287A0W1
F1S9H0 F1S9H0
F1SAM0 F1S5D3
F1SI41 F1SI41
F1RN64 F1RN64
F1RWZ0 I3LAL1
B8Y650 B8Y650
I3LGN1 A0A287AZ54
I3LKT6 A0A287ADB2
F1SJY2 I3LGD6
I3L7Z6 F1SL85
I3LBP8 F1RYX4
A0A286ZRI8 A0A286ZRI8
A0A286ZMT8 F1SC78
A0A286ZN72 A0A286ZN72
F1RMX2 F1RMX2
F1RY22 F1RY22
A0A287A447 A0A287BR93
F1SQ90 F1SQ90
K7GN34 A0A287A447
A0A286ZWJ9 A0A286ZWJ9
A0A286ZY04 A0A286ZY04
D2WKD8 A0A287A862
A0A287AE72 A0A287AE72
A0A286ZQI0 A0A286ZS02
I3LQ78 A0A287BBL7
A0A287BGJ3 F1SEP5
K7GNF5 K7GNF5
A0A287BIA6 A0A286ZN41
O62680 E2IKQ8
A0A286ZT06 A0A286ZT06
F1S1F6 F1S1F6
A0A287AYZ8 A0A287AYZ8
A0A287B6C7 A0A287A8A9
A0A287BDP3 A0A287BDP3
A9UHP1 A9UHP1
F1S689 F1S689
F1S9Z3 F1SDX6
F1S1U5 F1S1U5
K7GN34 K7GN34
A0A286ZU56 F1S448
A0A287A7J0 A0A287A7J0
A0A287AR90 F1RTJ7
Q52NJ3 Q52NJ3
A0A287BRT6 A0A287BRT6
F1RJ07 F1RJ07
F1RL05 F1RL05
I3LRK7 I3LRK7
A0A287ATP5 I3LAW2
F1RWG2 F1SDH5
A0A287AQR3 A0A287AQR3
F1RIS7 F1RIS7
I3LC14 F1SQ59
A0A287B4M4 A0A287B4M4
F1S7P5 A0A287BKF0
A0A286ZQ67 A0A286ZQ67
A0A287B559 A0A0R4J8D6
F1S488 F1S488
F1SMK4 A0A287ADB2
P15203 P15203
I3L5T0 A0A287B049
I3LVB8 I3LVB8
I3L7Z3 I3L7Z3
A0A287A7X3 A0A287A7X3
F1RSK2 E5F1H6
I3LRD1 A0A286ZQ22
E2IKQ8 A0A287A6D3
F1RHN8 F1RLF2
A0A287BJT5 F1SV01
I3L6D8 I3LK93
I3LC61 I3LC61
F1RU06 F1RU06
F1SPP6 F1SCH1
F1SBK5 F1SFC1
F1S398 A0A0M3KL56
A0A287BMU4 F1SDV1
F1SFQ4 A0A287AEI6
F1SAI8 F1SAI8
I3LHK5 F1RQX0
F1STU0 F2Z566
I3LEI5 F1SBF2
F1SCJ1 F1RXE4
I3LN00 I3LN00
A0A286ZU39 A0A286ZU39
F1S8K5 F1S8K5
F1S793 F1S793
F1SDX4 F1SDX4
F1RF78 F1RF78
Q28938 Q28938
A0A287ACL7 A0A287ACL7
A0A287A720 A0A286ZXE4
A0A287BEW6 F1SS65
F1S6A4 F1S6A4
I3L6G1 I3L6G1
A0A287AI02 A0A287AI02
F1SBA8 F1SBA8
O62807 O62807
F1SAQ3 F1SAQ3
A0A286ZQ67 F1SSH6
M3V834 B7U2H0
A0A286ZS39 F1RR03
Q2EN74 Q2EN74
F2Z5R6 F2Z5R6
A0A286ZI25 A0A287BR67
A0A287ARB0 I3LDW3
F1RYY5 A0A287A2C8
F1SN69 F1SN69
F1RQR6 F1RQR6
F1S4G5 A0A287AAH7
F1S414 A0A286ZPP9
A0A286ZJJ6 F1RQL8
Q2LE37 F1SHY6
F1S1I7 A0A287BPI3
F1RH13 A0A287AUE0
B3XXC2 F1RZB9
F2Z5L2 F1SFM0
I3LFH6 A0A286ZPM2
F1SLW7 A0A287BD45
A0A286ZIP7 A0A286ZIP7
F1SQL1 F1SQL1
A0A287ANI3 F1RRI0
F1S9B8 F1S9B8
F1RIF6 F1RIF6
F1RY95 F1SSN6
A0A287A6Q1 F1RIV1
I3LBY1 F1SP25
A0A287AR90 F1S5S8
A0A287AR57 F6QAE4
A0A287AQ59 F1RYL0
F1SSN7 A0A287A0W1
F1RRW2 F1RNQ3
F1RWV1 F1RWV1
I3LIT1 I3LIT1
F1RYG4 I3LNG4
F1RI80 A0A286ZUC9
A0A286ZN41 A0A287AH13
F1RIV1 A0A287BCK2
I3LAL1 A0A286ZNE4
A0A287ADJ0 A0A287AW55
F1SI10 F1SUD4
A0A287B293 F1RNW5
F1RZR2 A0A287AWS0
A0A287B108 F2Z5R8
A0A287A270 O19063
A0A287AR48 A0A287A6G5
F1RR25 A5GFN3
A0A287BI27 A0A287BIR8
A0A287BD82 A0A287BD82
F6QAE4 A0A287BR67
F1S1X5 F1S615
F1RZU1 F1RZU1
A0A286ZZG3 A0A286ZJU8
A0A286ZZ96 A0A286ZZ96
I3LUT9 I3LUT9
A0A287AF70 A0A287AF70
F1SCL0 F1SCL0
K7GR16 K7GR16
A0A287AZX4 A0A287AZX4
F1RGS9 I3LQ18
F1SBT3 F1SNL8
A0A287AAH7 F1S4G5
A0A286ZQM7 A0A286ZQM7
F1SKT4 A0A287B2X3
F1RXB8 F1RNP8
F1S7T8 F2Z4Y7
A0A287AEF8 A0A287A962
A0A287BFA5 F1S523
F1SSQ5 Q28989
I3LED1 I3LED1
F2Z5R8 I3LE93
A0A287AFX3 A0A287AFX3
F1S0J8 F1S0J8
I3LAW2 A0A287ATP5
F1SL93 F1SL93
A0A286ZSU9 A0A286ZSU9
A5GHK6 A0A287A7M2
A0A287AEB7 A0A287BI14
A4U9C9 A0A287B6C7
I3LF69 I3LF69
I3LVB8 F1RFG5
A0A287A8S2 A0A287A8S2
Q6RWA7 I3LRK7
F1RRT8 F1RRT8
A0A287ACE1 A0A287ACE1
F1RFG5 I3LVB8
F2Z562 F2Z562
A0A287AGG3 F1SL45
M3V834 A0A287AEL7
I3LLY8 I3LLP1
F1RL85 F1RL85
F1SC59 F1RKR0
F1RTZ5 F1RTZ5
F1SET7 A0A287AXH9
F1RF78 A0A287A957
F1RX65 A0A287AVP0
A0A287BCW2 A0A287BCW2
A0A287AR57 I3LLK9
F1SP55 F1SP55
F1RRW9 A0A287AWJ1
B3XXC2 I3LFG4
F1S5D3 D7RA36
F1SNC8 F1SNC8
A0A287AYE6 A0A287AYE6
K7GS70 A0A287B6C7
A0A287AA07 A0A287AA07
F1SSJ4 F1SSJ4
F1RYU8 I3LF48
A0A287BE94 F1SN51
A0A287ANQ7 Q4PS85
A0A287B642 A0A287B642
F1RTK1 F1RKR0
A0A287B5N1 F1SAH1
F1S9R4 A0A0A0MY60
F1RX70 F1RW03
A0A286ZJ88 I3LHP5
F1SFM0 A0A287BS35
A0A286ZSY9 F1ST85
Q6RWA7 Q6RWA7
F1SIU0 F1SIU0
F1SUE2 A0A286ZRG1
F1RWM3 I3LUH9
K7GKA5 F1SL18
A0A286ZY18 F1SFM0
F1SV47 F1SV47
F1SQL1 A0A287BSZ4
A0A287APY4 I3LT45
F1S1X5 A0A286ZRW8
P80964 B2CZF8
B9ZSM8 B9ZSM8
A0A287AJ61 A0A287AJ61
A0A286ZXV7 A0A286ZXV7
A0A287AQP2 A0A287AQP2
F1RN19 F1RN19
I3LQ19 I3LQ19
A0A287BNF7 F1SK28
I3LDW3 A0A286ZR41
F1RU08 A0A287A3E8
A0A287AF60 A0A287BKV9
I3LST4 F1SBT3
A0A286ZYM6 A0A286ZYM6
A0A287AYT0 A0A287AYT0
A0A287B0L2 K7GT69
F1RXX4 F1RXX4
K7GNX2 K7GNX2
D5K8A0 F1RT07
A0A286ZI25 F6QAE4
B4YSE7 F1S5S8
I3LT94 I3LT94
A0A287BDP7 A0A287BDP7
A0A287BKV9 F1RG44
Q6RVA9 Q6RVA9
A0A286ZTX2 I3LT45
F1SFI7 F1SFI7
F1SFG4 F1RWZ0
A0A286ZVV5 A0A286ZVV5
F1SQ08 A0A286ZXQ3
A0A287AZI1 A0A287AZI1
I3LAU5 I3LAU5
F1S7S2 F1S7S2
F1SM35 A0A287ARC5
A0A286ZUC9 A0A287AAX4
I3LDF6 I3LDF6
I3LSD3 I3LSD3
A0A287BMK7 F1RXP8
F1RU55 F1S010
A0A286ZJV6 F1S073
F1RGV5 F1RGV5
A0A287B293 F1RL46
I3LEQ0 A0A287AJ04
I3LEQ0 F1S4T3
F1SSW6 I3LUZ9
F1SJ93 F1SJ93
A0A286ZKQ4 A0A286ZKQ4
Q45FY6 A0A287A862
D3K5K5 D3K5K5
A0A287A9R8 A0A287A9R8
F1RSH8 F1RSH8
A0A287B982 I3LC14
A0A287BIA4 A0A287BPC2
A0A287ADY8 I3LRK7
A0A287B280 F1S579
F1SPF9 F1SPF9
I3LJ47 A0A286ZZX0
F1SAX3 A0A287B3H4
A0A287APU7 A0A287APU7
F1SML4 F1S0N2
F1SH68 F1S9G0
A0A286ZTX2 A0A286ZNE5
F2Z5N9 F1S2K2
I3LUA2 A0A286ZQS2
A0A286ZJV0 A0A286ZJV0
F1SL85 F1SL85
F1S765 F1S765
F1RVA6 F1RVA6
I3LA15 A0A287AR81
F1S6B5 F1S6B5
F1S467 A0A287B223
A0A287APK5 A0A287A862
F1SPI9 I3L847
A0A287B5B7 A0A287B5B7
A0A287A4R1 A0A287A4R1
A0A287B757 A0A287B757
F1SH27 F1SH27
A0A287A7Y2 A0A287A7D5
A0A287BIA4 I3L6D7
I3LU16 I3LU16
A0A287BJV2 A0A287BJV2
F1SSV2 A0A286ZUT3
F1SRC3 F1RSH4
C3VMK2 C3VMK2
A0A287AWJ1 F1RRW9
F1S4B7 M9NIX2
Q9TUB2 Q9TUB2
A0A286ZUC3 A0A286ZUC3
F1SIT2 F1SIT2
I3LC07 F2Z505
A0A286ZZX0 A0A286ZZX0
J9JIL2 J9JIL2
A0A287AMN8 A0A287AC51
F1SLN1 I3LLK9
F1RNV5 F1RNV5
A0A286ZVG0 Q95266
A0A287AJF0 F1SH64
A0A287A800 A0A286ZY18
F1RYG4 F1SER5
D5K8A0 A0A287APX2
F1SM29 F1RMJ5
F1STZ6 I3L8W5
I3LID0 I3LID0
F1SH28 F1SH28
F1RPB6 K7GMG2
A0A286ZUT3 F1SSV2
M3V815 M3V815
K9J6H5 F1SD81
I3LNJ8 A3RID9
F1SL85 I3L7Z6
A0A287A0A8 F1SUY1
I3LKS1 I3LKS1
F1RT71 F1SC83
F1SER5 F1SER5
F1RTK1 A9UHP1
F1SML3 I3LRD1
A0A286ZV27 A0A286ZV27
F1SAM0 A0A286ZQE2
F1SLB6 I3LCP8
F1RKH3 F1RKH3
A0A287AKR3 A0A287AKR3
F1SC57 I3LUI7
A0A287AG28 A0A286ZYS4
D3Y270 F1S7T4
A0A287BE50 A0A287BE50
A0A287BNU9 I3L9U6
F1SA70 F1SA70
F1STP2 F1STP2
F1RZC6 A0A287APG1
F1RUS8 F1RUS8
A0A287AVE0 A0A287AVE0
A0A287B0T0 A0A287ADY8
A0A287B9D1 A0A287B9D1
A0A287BMX4 A0A287BMX4
F1SFA2 F1SFA2
A0A287A6Z4 A0A287BNU9
F1S8Y4 A0A287AUV2
F1RUS8 F1SJA2
F1RLS6 F1RLS6
I3LPQ4 A0A286ZN63
I3LKI5 F1S7Q6
F1SRN1 F1S4E9
A0A286ZTB1 I3LBN0
A0A0B5CYA5 A0A0B5CYA5
I3L9Q7 I3L9Q7
F1RU08 F1RU08
F1SER5 F1RYG4
A0A286ZRN9 A0A286ZRN9
F1RT25 F1SCX7
D5KJI2 D5KJI2
F1SI10 F1SI10
A0A287A582 B4YSE7
A0A287A6D3 O62680
A0A287AG36 I3L5X6
F1RUH7 F1RUH7
F1SND2 F1SND2
D3Y268 D3Y268
A0A287AGF9 A0A287AGF9
I3LPV8 F1S3E0
F1S010 F1RT31
F1RU77 I3L855
B6V6V4 B6V6V4
A0A287B2U4 A0A287B2U4
I3LKT6 I3LPL6
F1RHN8 F1SS61
F1RZB9 F1RM98
F1RX18 A0A287BM68
A0A287BMY4 A0A287BMY4
F1SSH8 F1SSH8
I3L6L6 I3L6L6
F1SRM7 F1SHG1
F1SRI8 F1SRI8
A0A287BQI4 A0A287BD58
I3LLX9 I3LLX9
A0A286ZUT3 A0A286ZUT3
F1SSJ8 I3LLX9
F2Z4Y7 F2Z4Y7
P79307 P79307
A0A286ZU56 I3LVJ9
I3LVL0 I3LVL0
A0A287BBP6 A0A287BBP6
A0A287ARC8 A0A287A4F0
F1SGQ7 I3LV96
A0A286ZZX0 I3LJ47
A0A287A5U6 A0A287A5U6
A0A287AR90 B4YSE7
F1SA68 F1SA68
P01219 I3LFB8
A0A287BRN3 A0A287AIX2
P61292 P61292
A0A287BIH4 A0A287BIH4
A0A286ZV73 I3LRL0
A0A287AN34 F1SQ08
A0A287ACM5 A0A287B2L2
A0A287APX5 A0A287AF47
A0A287A096 A0A287A096
F1SEP5 A0A287BGJ3
I3LBJ3 I3L6D8
A0A286ZRF8 K7GMF6
I3LRJ7 I3LLZ2
A0A287AZI1 F1RIB2
I3LHK5 A0A287BPB4
F1RRZ1 F1SHB0
F1RK84 A0A286ZWZ7
A0A286ZQI0 A0A286ZQI0
F1RT12 F1RX70
