Q6DFW4 Q9ESX5
Q8BS90 Q9QZ41
F6VDQ9 A0A0A0MQF5
Q9CS74 Q91ZD6
G3X8Q7 A0A0R4J267
E9Q5L4 Q3UP88
H3BJ52 G3X9Z0
Q80WE4 Q78ZM0
Q8C9M8 Q8C9M8
Q9D7N6 Q9D7N6
Q9QZ28 G3X9Z0
Q9WVF7 Q9WVF7
Q8R0W6 Q8R0W6
P51576 Q76LS9
A2ALW2 A2ALW2
B7ZNG4 Q9JJZ4
Q8K004 Q80WR5
Q9D8Q6 D3YYQ7
Q9QXV1 Q9QXV1
Q8VI93 Q6P9L6
E9PZM4 Q9D2D7
Q6P5D8 A2AIV2
A0A1Y7VLC3 A0A1Y7VLC3
Q80V42 Q8VC88
Q8CH72 Q8BY71
P97814 Q9D281
Q8QZZ7 Q6P1E7
Q80Y50 P61215
Q8CD26 Q8CD26
Q91WV7 Q9QWL7
A0A0A0MQF3 Q8VDW4
Q8K072 Q8K072
Q925H0 Q6NXK8
Q148W0 Q8VHP6
Q501J7 Q501J7
D3Z6Q9 P42228
Q9Z2B9 P70321
Q8K004 Q60809
E9Q6S0 E9Q6S0
G3X8R8 Q8BT07
A2AGB2 P97946
Q6NT99 Q6NT99
Q9Z0L1 Q921W7
Q9QWL7 Q9QWL7
Q8CB96 Q8CB96
O70343 Q61527
Q0P5X5 Q99MS7
P62245 Q9JJI8
Q8BP71 Q8BP71
Q8BPQ2 P51945
Q6P1G2 Q9CPP0
Q8CHY7 Q8CHY7
E9QAN8 Q5SNZ0
Q8R373 H3BJ52
P04925 P04925
Q3U717 Q3U3V8
Q9D8X1 Q9D8X1
O09005 O09005
Q9Z1M4 Q9Z1M4
Q99M03 Q99M03
Q9CUB6 Q8BT07
P04104 P04104
Q925H1 Q810A1
E9Q156 E9Q156
Q3V3F6 Q3V3F6
Q3TIU4 Q3TIU4
P59672 P54369
Q6VH22 A6H603
Q6PIP5 G3X9Z4
Q9CVI2 Q80VP5
Q80Z25 Q80Z25
Q8K353 Q8K353
Q149T1 P70310
Q91W63 Q91W63
Q3UH68 Q3UH68
A6BLY7 P09036
Q62120 Q62120
Q80TF4 Q9CY73
P03930 P68033
Q8C025 Q8C025
Q8BW72 Q9JMG9
Q80V26 Q8VE18
Q9QZ85 Q9QZ85
B2RUP0 B2RUP0
D3YXR2 O55082
Q8BJ63 Q8BJ63
Q3UB74 Q3UB74
Q64282 Q64282
G3X975 A0A1B0GR87
Q9D824 Q9Z1E4
Q61263 A2ACM0
O70325 Q8BHB4
Q8BI66 Q8BI66
P10711 F8VQ40
Q99LB6 Q9D4C5
P62855 P62855
G3X8Z7 G3X8Z7
O08614 O08614
Q99K74 Q99K74
P27782 Q9JMG9
Q62203 O08614
Q6F5E0 E9PXZ3
D3YVH8 A2ADB2
P98191 Q6F5E0
Q641K5 Q641K5
Q9DCF9 Q60605
O89033 Q80VC6
G3X9P9 A0A1Y7VLC3
Q8C7M3 Q3UB74
A0A0R4IZX1 D3Z5N8
Q8K201 Q80VQ1
Q8QZZ7 Q9Z191
Q6R0H7 Q9R061
A0A286YDD7 A0A286YDD7
Q8VC88 Q8VC88
Q6P8W9 Q6P8W9
Q9CR23 Q9CR23
D6RJM5 P63139
Q8BW96 Q99JX3
Q921N6 Q9CR62
Q922W5 Q8BPY9
O88502 Q9CQ02
Q9QZC7 Q9QZC7
O35681 O35681
Q8BI72 Q8BI72
Q8C079 Q8C079
Q8K0G8 Q8QZZ7
Q6P5D8 Q3URQ0
Q9DCH4 Q9DCH4
Q9R061 Q9D2C2
Q64430 Q64430
Q8R3P7 Q8R3P7
Q8K009 Q8K009
Q8CEG5 Q99K74
Q60954 Q60954
Q05915 Q05915
Q9ER72 Q9CXL3
Q65Z95 Q65Z95
Q8CB14 O08970
Q62227 O70494
Q9CQG2 Q810A7
Q3UQV5 Q3UQV5
Q62227 J3KMG9
Q8VBW5 Q8VBW5
P42227 P42227
O70404 O70404
A0A1L1SSF2 O35161
P10417 Q9JHD2
Q60809 Q9D4C5
P56485 Q3UTR7
Q9CWT6 A0A286YCV9
Q9QZ41 P30276
Q8VDS3 Q9Z2B9
Q91VE6 Q91VE6
A0A0R4J0F6 Q99N95
B2RQC2 B2RQC2
A0A0R4J073 Q9D8Y8
D6RHB1 D6RHB1
Q5F226 Q5F226
Q922Q2 Q922Q2
A0A023T778 G3UZH0
Q9CWK8 P46735
Q2KHI9 Q766D5
Q8C2Q3 Q64737
Q3TQ39 Q3TQ39
Q8C025 Q9JKN1
H3BJM3 G3X932
Q3U564 Q8R4E9
Q9EPQ8 Q925F2
Q7TNV0 Q924K8
O35239 Q80U63
Q52KF3 Q52KF3
P97376 P97376
Q8R1B4 Q8R1B4
P24788 Q62189
Q9R0E1 Q9R0E1
O35716 Q61527
Q80ZJ6 Q6PD05
Q60575 Q60575
Q08AT1 Q08AT1
P17564 P35487
Q8R1C3 A0A1N9NPH8
O08804 O08804
O88622 D6RGA0
Q9QY39 Q0VDY1
F8VQ54 Q7TMQ7
Q8K0E7 Q8K358
Q8CHP6 Q8CHP6
Q9JJZ4 Q9JJZ4
Q9Z1K5 Q9Z1K5
E9Q616 P10107
A0A0R4J1V0 D3YZS9
Q64385 Q64385
A2AUC9 A2AUC9
Q922H7 Q922H7
Q8C9X6 O88509
Q60773 Q9D8P7
Q0VBM2 E9QMY5
D3YWW5 D3YWW5
Q922U2 Q61781
P26955 Q61738
D3Z742 Q8BZ60
Q6Q477 Q6Q477
Q8R2Q8 Q8R2Q8
Q9WVA4 H3BJC9
Q6VYH9 Q6VYH9
D3Z5T8 D3Z5T8
Q8BG87 Q8BG87
Q69ZS0 Q3UJV1
Q3UNH4 Q80XJ3
A0A0A6YX89 P21981
Q3UTR7 Q9JHG7
E9QAS7 E9QAS7
Q5RJH6 E9Q5F9
Q6PDG5 Q6PDG5
O35310 O35310
Q62178 Q8K353
Q9D4H1 Q9D4H1
Q810A7 Q6ZPF4
Q61390 Q3U564
Q9CXT7 Q8BI66
Q9CQ28 Q9R1K7
Q5SUH6 Q5SUH6
Q9CVI2 Q9CVI2
Q99LH1 Q99LH1
Q6P4T2 Q9CQF3
O88689 Q9CX48
G3X8Q7 Q80YS6
P51910 P51910
Q9WU42 Q8VBU8
Q8BHL6 P70347
Q9JMH7 Q99JP0
Q60765 Q9ERH7
O35468 Q8R3C1
Q9CS74 Q99PN3
Q9R1K7 Q9D2D9
P51436 D3Z6P0
Q9WUU6 D3YYL3
Q8C804 Q5U4H9
O35625 Q9CS74
P25916 A2AWL7
P56386 P70120
Q8R4F1 Q6NZI9
Q9CR26 Q8BXZ1
P09926 Q9DAG9
Q8CI96 Q8CI96
D3YYQ7 P14719
A0A0R4J0V4 A0A0R4J0V4
Q7M6Y5 Q7M6Y5
Q61781 Q6RHW0
A0A0R4J1K6 E9QL43
P98200 P98200
F8VQL0 Q91WV7
Q9WU42 Q8BYN3
P56959 P56959
O89033 O89033
Q68EF4 P09036
O35949 Q9CQ46
D3YZR2 D3YZR2
Q91ZR3 Q91ZR3
Q810M1 Q80ZJ8
Q9Z2G0 Q9CPX9
Q9R0S0 Q9R0S0
Q99LE6 Q61024
Q7TMB8 Q7TMB8
A0A0R4J0V4 A0A1Y7VLC3
Q3TPR7 Q9WTW4
E9Q3T6 Q8VDS3
Q3U3V8 Q3U717
Q6NXK8 Q9D2H9
Q6PFE1 Q6PFE1
Q923K4 Q9R1K7
Q9JHN8 Q9WTS4
B1AUF1 Q9WU42
Q9CQ46 Q9CQ46
Q8CFZ4 Q14CH1
Q8VE37 Q9ERH7
Q80YS6 G3X8Q7
A0A0R4J0V4 G3X9P9
P47931 P47931
Q8R0Y8 Q8VE97
Q7TNF0 Q9D2F7
Q01063 F8VPT7
Q8BUB4 P70170
A0A0R4J0L5 A0A0R4J0L5
P59913 Q9JKB3
Q9CPP0 Q6PAC3
Q8BGB2 Q8CAF4
Q3UJV1 Q3UKU1
A0A1L1SU00 A2CG28
Q9ET78 Q9ET78
P97327 P97327
Q9CSN1 Q9CSN1
A6BLY7 P58390
Q9CRB9 Q9CRB9
Q5SWW4 O35047
Q60605 Q60605
Q8BLY2 Q5PR73
O35253 P55200
Q80W22 Q8VE97
Q921Z5 Q921Z5
A0A0R4J1H2 A0A1L1STT0
Q922U2 Q922U2
Q8R1I1 Q1PSW8
A0A0R4J092 D6RGR1
D3Z5N8 Q8BI79
A2BDX3 A2BDX3
P32883 P32883
Q78YZ6 Q8CIN6
Q7TN22 Q99JH8
P54763 A2AF53
E9PW83 E9PW83
Q9JJ78 Q8K1K9
Q7TN79 Q7TN79
Q9QXP7 D3YXK0
G3X960 Q921G9
Q8BP97 Q9ER05
P68134 P68134
Q99LE6 Q9Z1F9
P48036 P48036
P97770 P97770
Q3UHQ6 Q3UHQ6
P37804 Q80VJ2
Q68ED3 O09005
Q505H4 Q505H4
M0QWA7 Q6ZQA0
O35295 O35295
E9QAB6 Q8BFS8
Q80TG1 Q80TG1
P46460 P46460
Q91VY5 Q91VY5
Q9CQE0 Q99LB6
Q8BH01 Q9R0Q6
Q923D4 Q9D0F4
Q8R5F3 Q8R5F3
P61021 P61021
Q8K297 Q8K297
Q8BVN8 Q8CHY7
Q61743 Q9JHB4
Q99KF1 Q9D8Y8
Q3UMT1 Q3UMT1
E9PXZ3 Q9R100
A0A0R4J099 H3BLG8
Q6P1F6 Q6P1F6
Q9EPZ6 Q9EPZ6
B2RXC6 Q6P1G0
Q99NF3 Q99NF3
C8YR32 C8YR32
P35419 P35419
Q921N6 Q8BY02
Q924Z6 Q80Z38
Q8BYL4 Q61733
Q3V2J9 Q8R1C3
A2A4P0 Q921S7
Q06180 P97504
Q6PJN8 Q80YS6
P61963 P61963
Q9D8Q6 P70347
Q9WTU6 Q9WTU6
A0A0R4J1S3 A0A0R4IZX1
Q8VC88 H3BLG8
Q8BGV4 Q8BH01
E9PZ87 Q99JP7
Q9Z1T6 Q9ER72
Q924Z6 Q924Z6
Q8VDZ4 Q9JI57
Q8CGF7 O70194
Q8CGP5 Q8CGP5
Q9Z1E4 Q8R0A0
Q9D2D9 Q8BVH9
A0A1Y7VLV0 A0A1Y7VLV0
Q99J95 Q99J95
Q9CZB0 Q3UB74
A2AF53 E9Q5K9
Q9D279 Q9D279
A2AWT5 A2AWT5
O70194 Q9Z103
Q9D067 Q91ZY2
Q8VCL5 Q80VV3
Q6P1E7 Q8QZZ7
Q8R1C3 Q3UJV1
Q925H1 Q925H1
Q9D7X3 Q9D7X3
Q9JIS8 Q8K0P3
Q61768 P09411
B2RXC1 B2RXC1
Q3TTL0 P51908
D3Z742 Q9QXV1
O55134 P16283
O88398 O88398
A2RTH5 A2RTH5
Q3ULD5 Q91WN1
Q5GH67 Q5GH67
Q921R8 Q921R8
Q9QZB7 P62500
A2RSS2 O35468
P41272 Q9JJR8
Z4YJW6 Q69ZS0
Q8BUR3 Q91WQ5
F7AC58 F7AC58
Q9WUA2 F6ZDS4
Q06335 Q60575
Q9JIG4 Q8CHV6
F8VPR5 F8VPR5
Q9D0F4 Q62241
Q4VAH7 Q9JHB4
Q8R2U0 Q8BGZ3
Q9EPA7 Q9EPA7
Q9EPA7 Q9CPT5
Q08024 P70284
Q9R229 Q9R229
P13634 Q80VA0
Q8K358 Q9D2H9
O35625 G3X8R8
M0QWK1 Q9R0Q6
D3Z3N4 Q3V3R1
Q9WTJ5 Q7TSI0
Q9ERI5 P27782
Q9D023 Q9CQU3
Q3UJZ3 Q3UJZ3
Q3UJB0 Q3UJB0
Q99MQ5 Q8BN82
Q80V26 P41593
Q3UKC1 Q3UKC1
P62264 P62264
O35464 O35464
E9PYK0 E9PYK0
Q3TY86 Q9D6F4
O35253 O35253
M0QW59 Q61263
G3X8X6 G3X8X6
Q8K2H1 Q99LC4
Q8BT07 Q91ZD6
E9Q6D6 E9PUQ8
Q8K1R3 P59470
Q9ERH7 Q9WU42
Q8R2U0 Q8R2U0
Q99JB6 Q99JB6
Q62203 Q9D868
A0A140LJ72 Q5U462
P26955 Q9R100
B2RT41 Q9QZS0
O88875 Q9ET39
Q91YI1 Q91YI1
P62069 P62069
Q99M03 E9PW83
Z4YJW6 Q9WUI0
P51944 P51944
P50592 P50592
Q9CQC6 Q6A009
Q9WUU6 Q9WUU6
Q8VE01 Q8VE01
Q9WVH4 Q9WVH4
Q9D1I6 Q9D1I6
D3YWW5 Q6PJN8
A0A0R4J090 Q9CQ52
Q9EPQ8 Q9EPQ8
Q9DCC4 Q9DCC4
Q9D8P7 Q9D4H2
Q9QZS8 Q562D6
Q69Z26 Q9QVN7
Q8BJH1 Q9CQE0
E9Q5L8 Q8C0Q3
V9GWZ4 Q3U4X8
Q9JJN1 A2BFE8
Q9D1T5 Q9D1T5
Q8K1K9 Q8K1K9
Q9ERC3 Q6P1E7
Q99N94 Q99N94
B1AUF1 B1AUF1
H7BX05 H7BX05
E0CYD2 E0CYD2
Q9D2D7 Q3UHX9
P63087 P63087
P58390 Q99MS7
Q9CPZ1 A0A1L1STT0
Q62381 Q62178
Q6K1E7 Q6K1E7
P26339 P26339
C0HKE9 Q8BHD8
Q9JLY7 Q3U3V8
A0A1N9NPH8 Q3UTY6
A2ACG1 A2ACG1
Q9R061 Q9D023
Q7TSG1 Q7TSG1
Q6P5B0 Q6P5B0
O88904 G3UX69
Q9Z206 Q9Z206
Q9CQS4 Q5BN45
Q3TT66 Q3TT66
P26687 A2A7B5
Q924W9 Q69ZK7
A0A0R4J0R3 P59108
D6RGR1 D6RGR1
Q9D2F7 Q99MS7
Q9R0U0 Q921N6
Q69ZK7 Q99J21
B7ZC94 Q8BI72
F8VQC1 F8VQC1
Q9JMH7 A2A8Z1
P68369 P68369
Q8VIG1 Q78IK4
Q3UTY6 Q3UTY6
Q8C006 Q9CWR8
G3XA20 Q61098
Q9CPZ1 Q69ZK7
Q924C1 Q9CWK8
Q8VH51 Q8VH51
A0A0B4J1F1 Q9CVI2
O35716 O35716
Q8K3V1 Q07231
Q8R2R1 Q8R2R1
A2BFE8 Q0VBF2
Q3TTY5 Q922J9
G3UX69 O88904
Q059P4 Q8K285
Q925J9 Q925J9
Q8JZP3 Q6A037
Q9JK37 Q9QVN7
Q61733 A2AQ14
O35350 O35350
P97315 P97315
F6UC55 B7ZBV9
Q8VDD9 O08614
Q5SYD0 P43274
Q8CIZ8 Q8CIZ8
Q03366 Q03366
O35679 Q8K249
Q8CJ69 Q8CJ69
Q8R0S1 Q8BGV3
Q922X9 P09036
Q8BGU2 Q8BGU2
Q6ZQB6 Q6ZQB6
Q8K284 Q8K284
A0A0R4J090 Q9WTP9
G3X9Z0 P52955
Q8K2L8 Q8K2L8
Q8K4Z5 P61222
Q8K4Q7 F6SLK1
Q9D4C9 Q9D4C9
O35949 Q8R0Z5
E9Q1H7 E9Q1H7
Q80Z38 Q80Z38
Q99PT1 Q99PT1
Q8VBU8 Q60765
Q61024 Q9CRB9
Q9QXE2 A0A0B4J1F1
Q8BGZ1 P58390
D6REH1 Q91WN2
Q9QZS8 Q9QZS8
Q9D304 Q9CZV5
Q9EQ14 Q9EQ14
Q9D1L9 Q9D1L9
Q8K0E7 Q6NXK8
Q9D7P9 Q9CZR4
Q9D6N5 Q9D6N5
O35326 O35326
P70697 Q3U3V8
A2AHZ2 A2AHZ2
Q2TV84 Q2TV84
Q9WTZ0 Q9CR73
Q8VEJ1 Q8VEJ1
P27601 P27601
Q505B8 Q9Z2H6
Q9DC59 Q9WUZ3
Q9D8T0 Q9D8T0
A0A0R4J073 Q99KF1
G3X959 G3X959
Q5SX39 O35683
P98191 A0A0B4J1F0
Q6RUT8 Q9D4M9
Q7TNF0 Q99MS7
G3XA20 P43687
Q3V2J9 Q3V2J9
Q9WTQ8 Q9WTQ8
Q922H7 P40646
Q8C9M8 Q99J21
Q62203 Q62241
P24610 P24610
D3Z4M6 D3Z4M6
A0A1B0GS01 Q80YA8
A2CGA3 A2CGA3
O88379 Q5BU09
E9QAE3 E9QAE3
Q9CZI9 Q8C9M8
Q3UMT1 Q3V096
G3X939 Q61738
Q8BXN7 Q9JHB4
O35980 O35716
Q01063 E9Q394
Q62406 Q62406
Q3UZ39 Q8BGQ7
Q8BUR9 Q8BUR9
Q99MU3 O35218
E9PZ16 E9PZ16
P09411 Q9Z1T1
Q923J1 Q8R1B4
E9Q394 F8VPT7
Q91VT1 Q9ERL7
Q9D024 Q9D024
O08614 Q9CQT2
P63163 Q8CFT3
E9PWG6 E9PWG6
Q9JKF4 Q9CR81
Q9WVI9 Q3V1H1
O08707 Q9D6F4
Q9CZR4 Q8R3L5
Q8BLD9 Q9Z0U9
Q8BVK9 Q8BVK9
P41272 P41272
Q64475 Q64475
Q8BS90 Q8BS90
Q9Z0H1 Q9CPP0
A3KFM7 A3KFM7
Q9EQH4 Q9EQH4
Q91WC0 Q5SSG5
Q60675 Q5SX39
Q8C1Z7 Q9CXV9
Q6P4T2 Q9JIK5
A0A286YD43 A0A286YD43
O70492 Q05909
Q7TS99 Q9EPZ6
Q5STE3 Q5STE3
P08122 P10711
Q6F5E0 P98191
Q8VEE4 Q8VEE4
Q03366 A2BGN7
Q8BFS8 Q8BFS8
Q99LI9 Q9JHE7
Q9D3W5 Q9QXJ4
P97432 P97432
Q3TPR7 Q9ER05
Q61781 Q99M80
Q9QWL7 F8WJ23
Q5SYL3 Q5SYL3
Q8VHJ7 Q5SWW4
O89033 P30276
Q61398 Q8VHH8
Q9CZT6 Q9WU62
Q5U4H9 Q3UFM6
Q8BMF5 Q8BMF5
Q5U462 A0A140LJ72
Q923D4 Q9CQT2
M0QWA7 F8WJ23
Q9CQA1 E9Q555
Q9D2Y6 Q9D2Y6
Q99KG3 Q99KG3
E9QLK7 E9QLK7
A0A087WQ16 O88622
Q9CZ04 Q99N84
H3BJC9 Q01063
B9EJ22 O89033
Q07832 Q07832
Q8C708 Q2TV84
O88852 Q08024
Q9QXW9 Q3TWL2
Q793I8 Q8BMU0
Q91Z67 Q91Z67
Q9JI99 Q9JI99
Q8C0Q3 D3YYL3
H3BJD7 Q80W04
P70662 P70662
O35595 O35595
A2A7B5 Q9JMG9
A0A0R4IZX1 Q60695
Q8K301 Q9D2D7
P56479 P56479
Q8K3R3 Q91WS4
Q6NV72 Q6NV72
Q80ZJ8 Q6VGS5
Q8CG73 Q8CG73
Q9D0F4 O08614
Q5SSK3 Q5SSK3
Q9Z1X9 Q9Z1X9
Q8VC65 Q8VC65
P20722 P20722
Q61696 Q61696
O35544 A2AQR4
Q9CWY9 P0C872
Q3V2J9 Q9WUI0
Q9CPU7 P35438
Q7TQF1 Q91XX2
P28776 Q8K285
Q6PAJ3 Q0VGU4
Q8BFS8 E9QAB6
Q9CQG2 Q9CQG2
Q8BR07 A2ABV5
P59672 P59672
Q60960 Q60960
Q80SY9 Q80SY9
Q9Z2I2 Q9Z2I2
Q6ZQ58 Q6ZQ58
B2RT41 A0A0R4J289
Q3TXV4 Q8BGV4
Q8CFT3 Q8CFT3
Q6ZQA0 Q91WV7
Q8CEG5 Q8CEG5
P97718 P97718
Q8R124 Q9QZN1
O70492 Q9D0F4
Q9D8N0 Q9D8N0
Q810A1 A0A1B0GQY9
P58308 P10146
Q61191 Q61191
O35455 O35455
P16014 P16014
Q9D9S1 Q80YD6
Q9CPY4 P08122
P01575 P01575
O89033 Q80YR7
Q5SSK3 Q6A037
B2RWS6 B2RWS6
Q8BWY3 Q8BWY3
Q9DBH0 Q9DBH0
O88854 P56479
P33174 P33174
Q9R0U5 P16283
Q9Z1W4 Q9Z1W4
A0A0R4J1C5 H3BLF0
P0C872 Q9ERC3
Q8VCI5 Q8VCI5
Q8BFP9 Q8BFP9
P97311 P97311
O70126 O70126
Q3UMB5 Q3UMB5
Q9D7N3 Q9Z2N8
Q8BGI5 Q8BGI5
P0C242 Q8K0G8
Q5D1E7 Q5D1E7
A0A1B0GS01 Q9D4M9
Q9CQT2 Q8VDD9
P10605 P10605
A0A286YD23 V9GXH0
G5E8T9 G5E8T9
P53668 E9PV14
Q80Y24 Q3URE9
H3BLH0 H3BLH0
O35730 O35730
Q9D0E1 P61222
A7UAK5 A7UAK5
Q8CEC4 Q80WQ8
Q91WD9 Q91WD9
Q2EG98 Q2EG98
Q80TF4 Q9CWT6
P55012 P55012
A0A1B0GT67 P63328
Q60644 P56485
B2RUJ5 B2RUJ5
Q8R1B4 Q923J1
Q9QZW9 Q9QZW9
Q07813 P49135
Q91WV7 M0QWA7
E9Q5L8 Q9D269
Q8VHE6 Q8VHE6
Q9JJR8 P41272
Q8K285 Q8K285
Q8K2A1 Q8R1N0
Q91WV7 Q542I8
A2ABV5 A2ABV5
Q9CQU3 Q9R061
Q922U2 O09172
Q08624 Q08624
Q9JHN8 Q9JHN8
Q9CR62 D3Z3N4
Q91ZY2 P58390
Q8BFY9 Q8BFY9
Q3TMP8 Q8BWC0
Q8K009 Q8K2P7
A2AWP8 A2AWP8
H3BLC8 P14719
E9Q658 O88444
Q99M03 Q69Z26
Q78IQ7 Q78IQ7
Q9D4M9 Q9D4M9
Q3TBT3 Q3TBT3
Q2WG77 Q2WG77
Q8VDV7 Q8R4Y8
P70325 D3YYL3
Q9QXV0 Q9QXV0
Q8R373 B2RQE8
E9Q5L8 P70325
Q01063 Q01063
Q6VGS5 Q810M1
Q8BGZ1 Q99MS7
G3X9F2 H3BJ52
A2AGB2 Q80UK0
A0JNU3 Q9WTW4
P97473 P97473
Q9CXD6 Q3TWL2
Q9D8Q6 Q8BHL6
Q9D6Z0 A0A0R4J0V0
P11157 P11157
Q6P549 Q8K2V6
Q4VA53 Q810A7
P97792 P97792
Q91WR3 Q91WR3
Q9CQ52 Q9CQ52
Q03517 Q03517
Q6A009 Q3TTA7
P11276 P11276
Q8BFX1 Q8BFX1
A0A0R4J1C5 A0A0R4J1C5
O35385 Q8BWY4
Q8BU30 Q8BU30
Q9R100 Q6F5E0
Q80XJ3 Q80XJ3
P14719 D3YYQ7
Q6Q477 Q9CQU3
Q80XI4 Q80XI4
Q5HZK1 Q3UMG6
Q8BN21 O08734
P48755 Q6NZL1
Q8BKV0 Q8BKV0
Q9D939 Q9D939
P97946 Q80UK0
O88396 O88396
E9Q5Z6 Q8BUY9
P54369 A0A140LJ72
P50992 P50992
A2AUC9 Q8R124
Q9D9V4 Q9D9V4
Q923G2 Q923G2
Q7TMD7 Q7TMD7
S4R1N2 S4R1N2
Q9WUZ7 Q8BGA7
A7DTG3 Q80XU3
P97931 P97931
Q8BRM2 P09926
Q60980 Q60980
A0A0R4J289 A0A140LIR2
Q8K2P7 Q8K009
Q8CFN8 Q8VD00
Q80T69 Q80T69
O35066 Q8CB96
Q99MS7 Q9D067
Q8K2R5 Q8BUR3
Q9JJ80 Q9JJ80
Q6NV99 Q6NV99
P26883 Q91XU3
Q8K1C7 Q8K1C7
Q3TT38 Q8K4G5
Q8C804 Q9CUB6
Q8BHN1 Q8K1R3
P70170 Q8BUB4
Q9JII5 Q9JII5
Q3U1N2 Q8BN21
Q8R1N0 Q8R1N0
Q60739 Q60739
Q9Z1T6 Q9CXL3
F6ZDS4 Q8CGF7
Q8BGZ1 Q9D067
E9Q395 Q9CQ52
Q58FA4 Q922H7
Q8C5Q4 A2A4P0
Q8R2R1 B7ZCC9
Q8BG79 Q9JK30
Q9CXD6 Q810S1
Q3UD01 A0A140LJ72
Q80Y44 Q80Y44
O70477 A0A0R4J289
G3X9K4 A2AGH6
P01592 P01592
Q00899 Q00899
Q9CTH6 Q8BVE8
Q60772 Q60772
Q6PAJ3 A2A8Z1
P43135 P43135
O70220 O70220
Q9R0P5 Q9R0P5
P00687 Q8R1J3
P19973 Q61093
Q6URW6 C0HKE9
Q9D6Z0 Q9D6Z0
Q9Z0L1 Q9QY84
Q9CR30 Q9CR30
A0A1N9NPH8 Q9WUI0
A0A087WSS2 Q8C3R1
Q99MJ9 Q91VE6
Q6PGA2 F8VQL0
Q9D0I4 Q9WU56
Q9R0P5 Q6ZWY3
Q149C2 Q9WVI9
P09024 A0A0A6YWI5
P53395 Q9R0P5
Q9D3L0 Q9D3L0
A2ADB2 Q8QZS5
E9QM16 E9QM16
G3X939 E9PXZ3
Q9CS74 Q9CUB6
Q68EF8 Q68EF8
E9Q4P1 E9Q4P1
A6H6E2 A6H6E2
P35377 P35377
Q8R010 Q8R010
Q9D0B6 Q8BYL4
Q9EQU3 Q9EQU3
P01801 P01801
Q3ULD5 Q9QYR6
Q8K1M6 Q8K1M6
Q8R4E9 Q61390
Q8R0S1 Q6J1H4
M0QWK1 Q8BGV4
A6BLY7 Q9D067
Q6NXK5 Q6NXK5
Q62227 Q9ERI5
Q8BIA4 Q8BIA4
P63013 O88444
A2AEP2 Q9QXE2
O35216 O35216
A2AQR4 A0A1N9NPH8
O70551 O70551
F6ZFP8 A0A0R4J069
Q8BZX4 F8WGW3
P09838 P09838
Q4VBE7 A6H611
Q5HZK1 Q3TVW5
Q80UK0 P97718
E9QAF4 E9QAF4
E9Q9B7 E9Q9B7
D3Z4R4 P63013
P08152 P08152
Q810S1 Q9CXD6
Q60644 Q3UTR7
Q811W2 Q811W2
P60605 Q9D2C2
Q07231 Q9D4H2
Q9CX48 Q9CX48
Q7TPN9 Q7TPN9
Q61527 Q9D2M8
O08688 Q8CHP8
Q9JLV5 Q9JLV5
Q921W0 Q921W0
Q61089 Q61089
O35308 O35308
P10922 P10922
Q1PSW8 Q61670
P18293 Q3UQ44
A0A1N9NPH8 A2AQR4
Q99J21 Q69ZK7
Q9DB75 Q9DB75
P50149 P50149
Q99N95 Q8K4Q7
O88622 A0A087WSS2
Q9ES03 Q8C708
Q9CPY4 P10711
Q9DBS8 Q9DBS8
Q7TNU7 Q8BHD0
Q5RL57 Q5RL57
P70196 P70196
P31230 Q05909
A2AF53 P54763
Q91VH2 Q91VH2
Q80UP3 Q8BT07
Q8K3V1 Q69Z26
P52955 P63157
B1B0C7 B1B0C7
P63139 Q3UTR7
P48754 P48754
Q8VCZ8 Q8VCZ8
Q7TME2 Q8K3Z0
Q3TWL2 Q766D5
E9QN68 D3Z4M4
A0A286YCV9 Q8K119
P70351 Q8C006
Q8R4F1 Q8R4F1
Q80U72 Q80U72
O54788 O54788
A0A0R4J098 A0A0R4J098
Q8C6B9 Q3TTC2
A0A1B0GQY9 Q925H1
B7ZCC9 Q61826
E9Q3T6 P25916
Q8BYA0 Q8BYA0
Q9D1N9 Q9D1N9
Q9JMH6 Q9JMH6
A2A432 A2A432
Q60925 Q60925
Q3U436 Q3U436
B2RXC1 O09053
D3YYL3 P70325
A0A0A0MQF5 F6VDQ9
G3X9F2 P52955
Q3U3V8 Q9JLY7
P48725 P48725
Q6NS82 Q9CR13
Q6PHQ9 Q6PHQ9
O55074 Q499E6
P48755 Q8BLY2
Q3TVI4 Q3TVI4
P25322 P25322
Q8BLG0 E9Q577
Q9D868 Q9CQT2
Q91VI7 Q91VI7
Q91W43 Q3UFM5
Q9D8U8 Q9ERS5
P63328 E9Q557
A2ADB2 Q922H7
Q01721 Q01721
E9PUE2 A0A0R4J1F5
Q6J1H4 Q6J1H4
Q9R100 P49650
O08707 Q3TY86
Q9WVI9 Q9WVI9
Q80YA8 Q9D4M9
Q6PEE3 Q6PEE3
O70469 Q8R0L1
Q9Z1B8 D3YXI6
A0A0B4J1F0 P49650
Q8BN21 Q3U1N2
O08850 O08850
Q99MU1 Q99MU1
Q6PFE7 H3BLC4
Q8CIV7 Q8CIV7
Q80VJ2 Q80VJ2
P70697 F6YG30
O54917 Q9CPY4
Q68EF4 Q91ZY2
Q60665 Q8BW72
Q9D0E1 Q8K4Z5
Q811D0 Q811D0
Q9CZS1 Q9QYR6
Q8VDZ4 D3YWW5
Q8VHJ7 O08580
Q62227 Q62227
P42337 M0QW59
